,time [kyr],maxdiff,maxdiff_relief,diff_mean,diff_max_loc,maxdiff_perc
4959,49590.0,0.000612014051967,0.000612014051967,2.2452068265e-05,0.251799919049,0.000349549515592
4960,49600.0,0.000611813692785,0.000611813692785,2.1786819957e-05,0.249611227742,0.000346391138377
4961,49610.0,0.000611613502087,0.000611613502087,2.11223897395e-05,0.247439732025,0.000343259836951
4962,49620.0,0.000611413450088,0.000611413450088,2.04588774295e-05,0.245285315262,0.000340155385348
4963,49630.0,0.000611213505636,0.000611213505636,1.97963806841e-05,0.243147861691,0.000337077559953
4964,49640.0,0.000611013637126,0.000611013637126,1.91349961369e-05,0.2410272564,0.00033402613945
4965,49650.0,0.000610813810908,0.000610813810908,1.84748174661e-05,0.238923385301,0.000331000904762
4966,49660.0,0.000610613992421,0.000610613992421,1.78159373263e-05,0.236836135104,0.000328001639006
4967,49670.0,0.000610414146422,0.000610414146422,1.71584459849e-05,0.234765393301,0.00032502812744
4968,49680.0,0.000610214236531,0.000610214236531,1.65024317766e-05,0.232711048146,0.000322080157422
4969,49690.0,0.000610014224776,0.000610014224776,1.58479815582e-05,0.230672988636,0.00031915751837
4970,49700.0,0.000609814072732,0.000609814072732,1.51951803673e-05,0.228651104495,0.000316260001717
4971,49710.0,0.00060961374038,0.00060961374038,1.45441108543e-05,0.226645286165,0.000313387400883
4972,49720.0,0.000609413187249,0.000609413187249,1.38948547601e-05,0.224655424786,0.000310539511231
4973,49730.0,0.000609212371728,0.000609212371728,3.97655917368e-05,0.561272258037,0.00080296057201
4974,49740.0,0.000609011251299,0.000609011251299,3.94359547045e-05,0.556218854902,0.000795098448564
4975,49750.0,0.000608809782307,0.000608809782307,3.91138848954e-05,0.551221253708,0.000787334141551
4976,49760.0,0.000608607920412,0.000608607920412,2.3464342803e-05,0.546278604166,0.000779665979261
4977,49770.0,0.000608405620369,0.000608405620369,2.28829110256e-05,0.541390072056,0.000772092325534
4978,49780.0,0.00060820283602,0.00060820283602,2.23180340981e-05,0.536554839775,0.000764611580156
4979,49790.0,0.000607999520753,0.000607999520753,2.1769372097e-05,0.531772105877,0.000757222177819
4980,49800.0,0.000607795626593,0.000607795626593,2.12365844163e-05,0.527041084627,0.00074992258712
4981,49810.0,0.000607591105336,0.000607591105336,2.07193309052e-05,0.522361005576,0.000742711309598
4982,49820.0,0.000607385907642,0.000607385907642,2.02172727768e-05,0.517731113146,0.000735586878805
4983,49830.0,0.000607179983717,0.000607179983717,1.97300739728e-05,0.51315066624,0.000728547859418
4984,49840.0,0.000606973283311,0.000606973283311,1.92574011635e-05,0.508618937859,0.000721592846373
4985,49850.0,0.000606765755037,0.000606765755037,1.8798924998e-05,0.504135214737,0.000714720464045
4986,49860.0,0.000606557347055,0.000606557347055,1.83543214689e-05,0.499698796994,0.000707929365446
4987,49870.0,0.000606348006841,0.000606348006841,1.79232692972e-05,0.49530899779,0.00070121823146
4988,49880.0,0.000606137681643,0.000606137681643,1.75054548208e-05,0.490965143008,0.000694585770104
4989,49890.0,0.00060592631803,0.00060592631803,1.71005682432e-05,0.486666570937,0.000688030715812
4990,49900.0,0.000605713862114,0.000605713862114,1.67083068163e-05,0.48241263197,0.000681551828752
4991,49910.0,0.000605500259326,0.000605500259326,1.6328372908e-05,0.478202688316,0.00067514789416
4992,49920.0,0.00060528545464,0.00060528545464,1.59604754799e-05,0.474036113719,0.000668817721699
4993,49930.0,0.000605069392805,0.000605069392805,5.18517971386e-05,1.02840063283,0.0012461203467
4994,49940.0,0.000604852018114,0.000604852018114,5.17741998465e-05,1.01646200128,0.00123317306492
4995,49950.0,0.000604633274406,0.000604633274406,5.16811919624e-05,1.00469379191,0.00122038337775
4996,49960.0,0.000604413105293,0.000604413105293,5.1572962775e-05,0.993092503929,0.0012077483997
4997,49970.0,0.000604191453931,0.000604191453931,5.14497594395e-05,0.981654737934,0.00119526532628
4998,49980.0,0.000603968263249,0.000603968263249,5.1311876291e-05,0.970377192258,0.00118293143116
4999,49990.0,0.000603743476177,0.000603743476177,5.14734156241e-05,0.962270135172,0.00117442623978
5000,50000.0,0.000603517034961,0.000603517034961,5.16497539138e-05,0.954563787489,0.00116637969497
5001,50010.0,0.000603288881848,0.000603288881848,5.18062693118e-05,0.946916919305,0.00115837628419
5002,50020.0,0.000603058959314,0.000603058959314,5.19434169064e-05,0.939328582681,0.00115041530389
5003,50030.0,0.000602827208922,0.000602827208922,6.53968629649e-05,0.931833767563,0.00114254015576
5004,50040.0,0.000602593572694,0.000602593572694,6.59275698354e-05,0.924429157647,0.00113474740653
5005,50050.0,0.000602357992193,0.000602357992193,6.6423388148e-05,0.917111585588,0.00112703377799
5006,50060.0,0.000602120408985,0.000602120408985,6.68852161425e-05,0.909878026857,0.00111939614097
5007,50070.0,0.000601880765089,0.000601880765089,6.73139270475e-05,0.902725593832,0.00111183150967
5008,50080.0,0.000601639001843,0.000601639001843,6.77103673752e-05,0.895651530124,0.00110433703611
5009,50090.0,0.000601395060585,0.000601395060585,6.80753604456e-05,0.888653205128,0.00109691000474
5010,50100.0,0.000601148883561,0.000601148883561,6.84097053636e-05,0.88172810878,0.00108954782734
5011,50110.0,0.00060090041211,0.00060090041211,6.87141792923e-05,0.874873846524,0.00108224803802
5012,50120.0,0.00060064958825,0.00060064958825,6.89895396135e-05,0.868088134474,0.00107500828842
5013,50130.0,0.000600396353548,0.000600396353548,6.92365235864e-05,0.861368794762,0.00106782634306
5014,50140.0,0.000600140650249,0.000600140650249,6.94558503938e-05,0.854713751079,0.00106070007492
5015,50150.0,0.000599882420602,0.000599882420602,6.96482229614e-05,0.848121024375,0.00105362746108
5016,50160.0,0.000599621606852,0.000599621606852,6.98143270483e-05,0.841588728738,0.0010466065786
5017,50170.0,0.000599358151703,0.000599358151703,6.99548345438e-05,0.835115067433,0.00103963560049
5018,50180.0,0.000599091998083,0.000599091998083,7.00704019891e-05,0.828698329093,0.00103271279184
5019,50190.0,0.000598823088922,0.000598823088922,7.01616722836e-05,0.822336884063,0.0010258365061
5020,50200.0,0.000598551367375,0.000598551367375,7.02292744563e-05,0.816029180883,0.0010190051815
5021,50210.0,0.000598276777737,0.000598276777737,7.02738252585e-05,0.809773742917,0.00101221733752
5022,50220.0,0.000597999263164,0.000597999263164,7.02959282535e-05,0.803569165104,0.00100547157164
5023,50230.0,0.000597718768631,0.000597718768631,7.02961740444e-05,0.797414110847,0.000998766556016
5024,50240.0,0.000597435238433,0.000597435238433,7.02751415247e-05,0.791307309017,0.000992101034447
5025,50250.0,0.000597148618226,0.000597148618226,7.02333968547e-05,0.785247551083,0.000985473819337
5026,50260.0,0.000596858852759,0.000596858852759,7.01714944853e-05,0.779233688344,0.000978883788819
5027,50270.0,0.0005965658886,0.0005965658886,7.00899769299e-05,0.773264629284,0.000972329883968
5028,50280.0,0.000596269671632,0.000596269671632,6.99893746514e-05,0.767339337023,0.000965811106113
5029,50290.0,0.000595970149107,0.000595970149107,6.98702066302e-05,0.761456826868,0.000959326514258
